Drivers,Drivers_ID,Year,Australia,Styria,Malaysia,China,Turkey,Bahrain,Spain,Monaco,Canada,Europe,France,Azerbaijan,Austria,Britain,Silverstone,Germany,Hungary,Belgium,Italy,Netherlands,Tuscany,Singapore,Japan,Russia,Eifel,Portugal,Emilia_Romagna,Sakhir,South_Korea,India,Abu_Dhabi,Qatar,Saudi_Arabia,USA,Brazil,Las_Vagas,Miami,Mexico,Total Points
M. VERSTAPPEN,66,2022,0,0,0,0,0,0,25,15,25,0,25,25,27,6,0,0,25,26,25,26,0,6,25,0,0,0,34,0,0,0,25,0,25,25,13,0,26,25,454
C. LECLERC,13,2022,26,0,0,0,0,26,0,12,10,0,0,0,32,12,0,0,8,8,18,15,0,18,15,0,0,0,15,0,0,0,18,0,19,15,15,0,18,8,308
S. PEREZ,96,2022,18,0,0,0,0,0,19,25,0,0,12,19,4,18,0,0,10,18,9,10,0,25,18,0,0,0,24,0,0,0,15,0,12,12,10,0,12,15,305
G. RUSSELL,29,2022,15,0,0,0,0,12,15,10,12,0,15,15,17,0,0,0,15,12,15,18,0,0,4,0,0,0,12,0,0,0,10,0,10,11,34,0,10,13,275
C. SAINZ,15,2022,0,0,0,0,0,18,12,18,19,0,11,0,6,25,0,0,12,15,12,4,0,15,0,0,0,0,5,0,0,0,12,0,15,0,22,0,15,10,246
L. HAMILTON,55,2022,12,0,0,0,0,15,10,4,15,0,18,12,16,16,0,0,19,0,10,12,0,2,10,0,0,0,0,0,0,0,0,0,1,18,24,0,8,18,240
L. NORRIS,57,2022,10,0,0,0,0,0,4,9,0,0,6,2,6,8,0,0,6,0,6,6,0,12,1,0,0,0,19,0,0,0,9,0,6,8,2,0,0,2,122
E. OCON,23,2022,6,0,0,0,0,6,6,0,8,0,4,1,13,0,0,0,2,6,0,2,0,0,12,0,0,0,0,0,0,0,6,0,8,0,4,0,4,4,92
F. ALONSO,24,2022,0,0,0,0,0,2,2,6,2,0,8,6,1,10,0,0,4,10,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,81
V. BOTTAS,106,2022,4,0,0,0,0,8,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,6,1,49
D. RICCIARDO,18,2022,8,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,6,37
S. VETTEL,100,2022,0,0,0,0,0,0,0,1,0,0,0,8,0,2,0,0,1,4,0,0,0,4,8,0,0,0,4,0,0,0,1,0,0,4,0,0,0,0,37
K. MAGNUSSEN,50,2022,0,0,0,0,0,10,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,2,1,0,0,0,25
P. GASLY,82,2022,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,23
L. STROLL,59,2022,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,4,0,0,0,1,0,1,0,18
M. SCHUMACHER,65,2022,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Y. TSUNODA,111,2022,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,12
G. ZHOU,31,2022,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
A. ALBON,1,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4
N. LATIFI,72,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
N. de VRIES,68,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
N. HULKENBERG,70,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M. VERSTAPPEN,66,2023,25,0,0,0,0,25,26,25,25,0,0,24,34,26,0,0,26,33,25,25,0,10,26,0,0,0,0,0,0,0,26,33,19,33,33,25,26,25,575
S. PEREZ,96,2023,11,0,0,0,0,18,12,0,9,0,0,33,22,8,0,0,15,18,18,12,0,4,0,0,0,0,0,0,0,0,12,1,25,16,18,15,18,0,285
L. HAMILTON,55,2023,18,0,0,0,0,10,18,13,15,0,0,10,4,15,0,0,12,15,8,8,0,16,10,0,0,0,0,0,0,0,2,4,10,7,6,6,8,19,234
F. ALONSO,24,2023,15,0,0,0,0,15,6,18,18,0,0,15,14,6,0,0,2,10,2,19,0,0,4,0,0,0,0,0,0,0,6,9,15,0,15,2,15,0,206
C. LECLERC,13,2023,0,0,0,0,0,0,0,8,12,0,0,22,18,2,0,0,6,19,12,0,0,12,12,0,0,0,0,0,0,0,18,10,6,6,4,18,6,15,206
L. NORRIS,57,2023,8,0,0,0,0,0,0,2,0,0,0,2,12,18,0,0,18,9,4,6,0,18,18,0,0,0,0,0,0,0,10,21,0,23,26,0,0,10,205
C. SAINZ,15,2023,0,0,0,0,0,12,10,4,10,0,0,14,14,1,0,0,4,5,15,10,0,25,8,0,0,0,0,0,0,0,0,3,8,18,9,8,10,12,200
G. RUSSELL,29,2023,0,0,0,0,0,6,15,10,0,0,0,10,7,10,0,0,8,9,10,0,0,0,6,0,0,0,0,0,0,0,15,17,12,11,5,4,12,8,175
O. PIASTRI,77,2023,4,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,10,7,0,2,0,6,15,0,0,0,0,0,0,0,8,26,0,0,0,2,0,4,97
L. STROLL,59,2023,12,0,0,0,0,8,8,0,2,0,0,7,7,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,10,10,0,0,74
P. GASLY,82,2023,0,0,0,0,0,2,1,6,0,0,0,0,1,0,0,0,0,6,0,15,0,8,1,0,0,0,0,0,0,0,0,0,2,10,6,0,4,0,62
E. OCON,23,2023,0,0,0,0,0,0,4,15,4,0,0,0,2,0,0,0,0,4,0,1,0,0,2,0,0,0,0,0,0,0,0,6,4,0,1,12,2,1,58
A. ALBON,1,2023,0,0,0,0,0,1,0,0,6,0,0,0,0,4,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,27
Y. TSUNODA,111,2023,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,5,0,0,0,17
V. BOTTAS,106,2023,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10
N. HULKENBERG,70,2023,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
D. RICCIARDO,18,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
G. ZHOU,31,2023,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6
K. MAGNUSSEN,50,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3
L. LAWSON,56,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
L. SARGEANT,58,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
N. de VRIES,68,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M. VERSTAPPEN,66,2024,0,0,0,33,0,26,25,8,25,0,0,10,18,18,0,0,10,12,8,18,0,18,26,0,0,0,25,0,0,0,8,26,25,23,31,10,26,8,437
L. NORRIS,57,2024,15,0,0,21,0,8,19,12,18,0,0,13,6,15,0,0,18,10,16,26,0,25,10,0,0,0,18,0,0,0,25,9,4,18,16,9,25,18,374
C. LECLERC,13,2024,19,0,0,17,0,12,10,25,0,0,0,18,2,0,0,0,12,15,25,15,0,10,12,0,0,0,15,0,0,0,15,22,16,30,16,12,22,16,356
O. PIASTRI,77,2024,12,0,0,6,0,4,6,18,10,0,0,25,25,12,0,0,25,18,18,12,0,15,4,0,0,0,12,0,0,0,1,23,12,10,11,6,3,4,292
C. SAINZ,15,2024,25,0,0,14,0,15,8,15,0,0,0,0,19,11,0,0,8,8,12,10,0,6,15,0,0,0,10,0,0,0,18,13,0,25,4,15,14,25,290
G. RUSSELL,29,2024,0,0,0,9,0,10,12,10,15,0,0,15,30,0,0,0,5,0,6,6,0,12,6,0,0,0,7,0,0,0,10,18,8,12,15,25,4,10,245
L. HAMILTON,55,2024,0,0,0,9,0,6,15,7,13,0,0,2,15,25,0,0,15,25,10,4,0,8,2,0,0,0,8,0,0,0,12,3,2,3,1,18,8,12,223
S. PEREZ,96,2024,10,0,0,21,0,18,4,0,0,0,0,0,7,0,0,0,6,7,4,8,0,1,18,0,0,0,4,0,0,0,0,0,18,6,1,1,18,0,152
F. ALONSO,24,2024,4,0,0,7,0,2,0,0,8,0,0,8,0,4,0,0,0,4,0,1,0,4,8,0,0,0,0,0,0,0,2,6,10,0,0,0,2,0,70
P. GASLY,82,2024,0,0,0,0,0,0,2,1,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,10,0,0,17,0,0,1,42
N. HULKENBERG,70,2024,2,0,0,1,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,2,1,5,0,4,2,2,41
Y. TSUNODA,111,2024,6,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,2,7,0,30
L. STROLL,59,2024,8,0,0,0,0,1,0,0,6,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,24
E. OCON,23,2024,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,23
K. MAGNUSSEN,50,2024,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,6,16
A. ALBON,1,2024,0,0,0,0,0,0,0,2,0,0,0,6,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
D. RICCIARDO,18,2024,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12
O. BEARMAN,75,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7
F. COLAPINTO,25,2024,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
G. ZHOU,31,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
L. LAWSON,56,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4
V. BOTTAS,106,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L. SARGEANT,58,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J. DOOHAN,39,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M. SCHUMACHER,65,2000,10,0,10,10,0,0,2,10,0,10,0,0,0,0,0,0,0,6,6,0,0,10,10,0,0,0,0,0,10,10,108,0,0,0,2,0,0,0,0
M. HAKKINEN,63,2000,6,0,6,10,0,0,1,3,6,10,0,0,0,6,0,10,10,6,0,0,0,6,3,0,0,0,0,0,89,3,0,0,0,0,0,0,0,0,4
D. COULTHARD,16,2000,6,0,4,10,0,0,10,6,4,4,0,0,0,3,0,0,2,4,6,0,0,73,4,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,4
R. BARRICHELLO,85,2000,6,0,6,4,0,0,10,3,0,0,0,0,0,6,0,3,4,62,5,0,0,4,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
R. SCHUMACHER,92,2000,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,24,6,2,6,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,4,0,0,0,0
G. FISICHELLA,28,2000,0,0,0,0,0,0,0,0,0,18,0,0,0,7,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0
J. VILLENEUVE,46,2000,0,0,0,3,0,0,2,17,8,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,2
J. BUTTON,37,2000,0,0,2,0,0,0,9,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4
H. FRENTZEN,32,2000,0,0,11,10,0,0,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J. TRULLI,43,2000,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,12
M. SALO,64,2000,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0
J. VERSTAPPEN,45,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0
E. IRVINE,22,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R. ZONTA,93,2000,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A. WURZ,7,2000,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P. de la ROSA,78,2000,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J. HERBERT,40,2000,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P. DINIZ,80,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M. GENE,62,2000,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N. HEIDFELD,69,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
M. SCHUMACHER,65,2001,10,0,10,6,0,0,10,6,10,6,0,0,0,10,0,10,6,0,10,0,0,10,3,0,0,0,0,0,6,10,123,0,0,0,2,0,0,0,6
D. COULTHARD,16,2001,10,0,6,2,0,0,2,0,4,3,0,0,0,0,0,0,4,6,0,0,0,4,4,0,0,0,0,0,65,3,4,0,0,0,6,0,0,0,0
R. BARRICHELLO,85,2001,0,0,4,6,0,0,2,4,4,6,0,0,0,6,0,2,6,0,2,0,0,56,4,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0
R. SCHUMACHER,92,2001,0,0,10,3,0,0,0,10,3,0,0,0,0,4,0,0,1,49,5,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
M. HAKKINEN,63,2001,1,0,0,10,0,0,2,3,0,10,0,0,0,3,0,37,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6
J. MONTOYA,41,2001,3,0,0,0,0,0,10,0,6,31,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
J. VILLENEUVE,46,2001,0,0,0,1,0,0,0,12,8,3,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
N. HEIDFELD,69,2001,0,0,1,0,0,0,9,0,0,2,0,0,0,2,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J. TRULLI,43,2001,0,0,12,10,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K. RAIKKONEN,52,2001,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12
G. FISICHELLA,28,2001,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,13,0,0,0,2,0,0,0,3
E. IRVINE,22,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,0
H. FRENTZEN,32,2001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O. PANIS,76,2001,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
J. ALESI,34,2001,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P. de la ROSA,78,2001,2,0,0,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J. BUTTON,37,2001,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J. VERSTAPPEN,45,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R. ZONTA,93,2001,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L. BURTI,53,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
E. BERNOLDI,20,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
T. MARQUES,103,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F. ALONSO,24,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M. SCHUMACHER,65,2002,10,0,4,10,0,0,10,10,6,10,0,0,0,6,0,10,10,10,6,0,0,10,6,0,0,0,0,0,6,10,144,0,0,0,2,0,0,0,0
R. BARRICHELLO,85,2002,0,0,6,0,0,0,0,4,10,6,0,0,0,0,0,3,10,6,10,0,0,10,6,0,0,0,0,0,77,3,6,0,0,0,6,0,0,0,2
J. MONTOYA,41,2002,6,0,4,0,0,0,0,4,3,6,0,0,0,0,0,4,0,3,3,0,0,50,4,0,0,0,0,0,0,10,6,0,0,0,4,0,0,0,0
R. SCHUMACHER,92,2002,4,0,0,3,0,0,2,4,4,2,0,0,0,0,0,0,0,42,5,0,0,0,0,0,0,0,0,0,4,1,4,0,0,0,1,0,0,0,10
D. COULTHARD,16,2002,0,0,0,4,0,0,2,3,0,4,0,0,0,0,0,41,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
K. RAIKKONEN,52,2002,6,0,0,3,0,0,0,0,4,24,0,0,0,7,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
J. BUTTON,37,2002,0,0,0,2,0,0,1,14,8,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J. TRULLI,43,2002,3,0,2,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
E. IRVINE,22,2002,0,0,8,10,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N. HEIDFELD,69,2002,11,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12
G. FISICHELLA,28,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,1
J. VILLENEUVE,46,2002,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
F. MASSA,26,2002,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O. PANIS,76,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T. SATO,105,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M. WEBBER,67,2002,0,0,0,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M. SALO,64,2002,0,0,0,0,0,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H. FRENTZEN,32,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A. McNISH,3,2002,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M. SCHUMACHER,65,2003,5,0,3,0,0,0,10,10,6,10,0,0,0,4,0,6,5,2,1,0,0,10,10,0,0,0,0,0,1,93,2,0,0,0,6,0,0,0,10
K. RAIKKONEN,52,2003,8,0,0,8,0,0,3,0,5,6,0,0,0,0,0,8,5,8,8,0,0,91,3,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,5
J. MONTOYA,41,2003,10,0,6,8,0,0,8,10,6,8,0,0,0,3,0,0,82,4,0,0,0,8,0,0,0,0,0,0,6,6,6,0,0,0,1,0,0,0,4
R. BARRICHELLO,85,2003,2,0,10,0,0,0,6,0,10,65,0,0,0,5,0,1,5,2,5,0,0,4,3,0,0,0,0,0,5,8,10,0,0,0,10,0,0,0,0
R. SCHUMACHER,92,2003,5,0,0,0,0,0,58,6,2,6,0,0,0,6,0,3,8,0,4,0,0,5,5,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,1
F. ALONSO,24,2003,0,0,55,7,0,0,0,5,4,0,0,0,0,4,0,2,0,0,4,0,0,4,8,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,51
D. COULTHARD,16,2003,4,0,4,1,0,0,0,1,3,0,0,0,0,0,0,0,3,6,2,0,0,0,5,0,0,0,0,0,4,33,9,0,0,0,0,0,0,0,2
J. TRULLI,43,2003,1,0,0,5,0,0,0,2,0,1,0,0,0,1,0,0,0,0,5,0,0,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
J. BUTTON,37,2003,0,0,2,3,0,0,0,0,3,2,0,0,0,0,0,0,17,11,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M. WEBBER,67,2003,0,0,0,0,0,0,0,6,0,13,0,0,0,12,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H. FRENTZEN,32,2003,0,0,0,2,0,0,12,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
G. FISICHELLA,28,2003,2,0,10,14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6
C. da MATTA,11,2003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,6,16,0,0,0,0,0,0,0,0
N. HEIDFELD,69,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O. PANIS,76,2003,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J. VILLENEUVE,46,2003,0,0,0,0,0,0,0,0,3,3,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M. GENE,62,2003,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T. SATO,105,2003,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R. FIRMAN,87,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0
J. WILSON,47,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
